1.3578,1.0537,0.93406,1.1704,1.2328,1.3419,1.2278,1.0764,1.339,1.2065,1.0724,1.3827,1.2308,1.2197,1.1017,1.4573,1.197,1.1253,1.2822,1.094,1.3614,1.3191,1.3344,1.0474,1.2642,1.495,1.0639,1.3502,1.4691,1.2219,1.1492,1.1906,1.3121,1.1058,1.3569,1.349,1.098,1.3045,1.3045,1.3834,0.99311,1.3551,1.3853,1.0278,1.1663,1.4102,1.2426,0.93099,1.3273,1.3785,1.0329,1.3453,1.4321,1.1035,1.005,1.3304,1.3325,0.95942,1.3374,1.3,1.0283,1.2441,1.4068,1.2836,0.96696,1.3738,1.2485,1.1213,1.2324,1.2672,1.1371,1.1471,1.2518,1.3558,1.0244,1.4251,1.3819,1.0741,1.3301,1.3848,1.3867,0.9838,1.3631,1.4429,1.1183,1.3548,1.4834,1.1861,1.1571,1.5554,1.2183,1.1046,1.3906,1.2893,1.0887,1.3382,1.4433,1.3577,1.05,1.3399,1.3477,1.0744,1.3286,1.4306,1.1985,1.1705,1.4546,1.3346,1.0887,1.2534,1.4393,1.0655,1.3104,1.4273,1.3145,1.0655,1.3619,1.4546,1.0643,1.1943,1.4443,1.2805,1.1086,1.411,1.5009,1.1164,1.3416,1.2667,1.1359,1.0109,1.2986,1.2701,0.94869,1.0729,1.3521,1.0289,0.74954,1.018,1.0193,0.90721,0.88514,0.89795,1.1783,1.2206,0.74601,0.91042,1.3258,1.1794,1.1451,1.1056,1.2805
1.335,0.74414,0.79411,1.1254,1.3966,1.3023,1.3519,1.4305,1.4051,1.5757,1.433,1.6069,1.5835,1.5672,1.4759,1.4276,1.6569,1.2867,1.452,1.6571,1.6006,1.6298,1.405,1.633,1.3989,1.4514,1.5618,1.5982,1.5886,1.3797,1.4362,1.5597,1.3449,1.4311,1.4494,1.429,1.5049,1.4128,1.5108,1.4677,1.5211,1.4055,1.5206,1.5596,1.5016,1.4817,1.545,1.4275,1.4818,1.5857,1.6115,1.4906,1.4954,1.4054,1.4074,1.3061,1.5715,1.3842,1.4808,1.4438,1.5092,1.6408,1.3888,1.4836,1.6036,1.5503,1.7092,1.5951,1.6215,1.5987,1.4645,1.6116,1.4399,1.5919,1.5135,1.5511,1.6074,1.3868,1.7184,1.4414,1.4697,1.6954,1.6018,1.5916,1.5706,1.6455,1.5704,1.2722,1.5369,1.3988,1.5494,1.5982,1.57,1.6258,1.4136,1.5291,1.4889,1.4746,1.4557,1.6466,1.6086,1.4873,1.6679,1.5961,1.1965,1.4736,1.4845,1.4998,1.4233,1.6386,1.5636,1.4117,1.5814,1.4887,1.4931,1.6193,1.5588,1.436,1.4151,1.5778,1.5978,1.267,1.5093,1.4892,1.3784,1.2765,1.488,1.5627,1.23,1.2786,1.5295,1.2186,1.2137,0.96114,1.4006,0.98104,0.76418,1.2352,1.1137,0.85242,1.0687,0.95325,0.8785,1.2369,1.05,1.2629,1.3655,0.99357,1.1671,1.3076,1.3513
0.79018,0.83042,0.83654,1.2779,1.4594,1.4932,1.5378,1.4042,1.5292,1.6298,1.412,1.3131,1.5873,1.3802,1.322,1.3896,1.5888,1.3401,1.1358,1.4064,1.4417,1.3121,1.2756,1.4049,1.3668,1.2276,1.4651,1.3781,1.4791,1.491,1.4492,1.3163,1.5976,1.4729,1.3447,1.2989,1.385,1.5493,1.2516,1.4937,1.5329,1.2707,1.4184,1.5166,1.344,1.2472,1.3316,1.6066,1.2616,1.4108,1.548,1.2262,1.3031,1.324,1.3606,1.1198,1.3543,1.3246,1.1577,1.3757,1.3519,1.4362,1.2537,1.2956,1.3363,1.1981,1.3191,1.409,1.2264,1.3637,1.3917,1.2143,1.2614,1.4658,1.2473,1.0986,1.4137,1.3054,1.4189,1.2993,1.4257,1.2364,1.2086,1.3477,1.3595,1.243,1.4391,1.2901,1.2584,1.2026,1.4164,1.2295,1.2426,1.4065,1.344,1.3059,1.2628,1.459,1.1364,1.2732,1.3709,1.3532,1.2382,1.3436,1.2625,1.1412,1.134,1.4339,1.2431,1.38,1.4057,1.2332,1.3659,1.2672,1.4872,1.3009,1.4542,1.4661,1.3394,1.4705,1.2554,1.2885,1.0929,1.3662,1.3151,1.1212,1.6441,1.2607,1.0435,1.2086,1.3812,1.2347,1.0766,1.2043,1.3599,1.0186,0.75074,1.2414,0.88174,0.69988,1.0035,0.9087,1.199,0.95816,0.94048,1.1429,1.2384,0.97233,1.0904,1.2583,1.0258
0.87731,1.1472,1.1774,1.2629,1.2453,1.4057,1.2379,1.5339,1.4001,1.5667,1.615,1.4078,1.4713,1.3413,1.3024,1.2409,1.4227,1.4615,1.3074,1.4871,1.3031,1.2609,1.4773,1.1498,1.3976,1.3726,1.607,1.4346,1.2414,1.4619,1.2272,1.2187,1.5887,1.393,1.4839,1.2515,1.597,1.1482,1.0932,1.5182,1.3998,1.3414,1.361,1.5716,1.4636,1.1376,1.6119,1.196,1.3108,1.4106,1.4433,1.5207,1.5018,1.5834,1.3676,1.0625,1.5877,1.0832,1.4071,1.3056,1.6041,1.5568,1.127,1.6578,1.2835,1.2686,1.3788,1.3119,1.4426,1.2715,1.3475,1.2759,1.1182,1.4492,1.1111,1.3232,1.4431,1.4827,1.326,1.163,1.3903,1.1065,1.2357,1.3332,1.3665,1.4833,1.2108,1.4098,1.2028,1.083,1.378,1.1157,1.2865,1.2717,1.3245,1.1952,0.95824,1.4966,1.0388,1.0933,1.5495,1.3556,1.3332,1.2595,1.4125,1.0666,1.0752,1.2765,1.3055,1.2427,1.3143,1.5151,1.137,1.002,1.5204,1.0729,1.1968,1.3719,1.2589,1.3463,1.2693,1.2861,1.011,1.1306,1.3285,1.0284,1.3622,1.3064,1.494,1.0107,1.1034,1.2894,1.0602,1.1421,1.2798,1.1371,0.97141,1.1767,1.1424,1.0142,1.1327,0.91985,1.0466,1.1434,0.84242,1.2668,1.1251,0.85927,1.0879,1.1958,1.1394
1.6097,1.2574,1.3533,1.5746,1.4318,1.5129,1.6394,1.8196,1.6581,1.3825,1.7973,1.3614,1.6833,1.5913,1.7351,1.5265,1.3368,1.7233,1.403,1.3765,1.3818,1.2868,1.5424,1.304,1.9511,1.5283,1.2899,1.8864,1.4565,1.5046,1.8468,1.6867,1.2902,1.5316,1.6963,1.4,1.6493,1.8854,1.5167,1.6138,1.506,1.7871,1.4552,1.2809,1.7042,1.3753,1.8147,1.4723,1.6389,1.5533,1.4244,1.9634,1.3909,1.6421,1.5512,1.4937,1.4962,1.4545,1.6445,1.3902,1.267,1.8836,1.4322,1.6479,1.5932,1.9423,1.3163,1.7278,1.8763,1.2123,1.5033,1.6526,1.7604,1.2749,1.3681,1.7349,1.2665,1.3218,1.9788,1.3457,1.5977,1.3087,2.0403,1.1552,1.4266,1.6045,1.0765,1.5785,1.7604,1.7397,1.3538,1.4671,1.6694,1.2444,1.5177,1.7734,1.2314,1.497,1.5154,1.6122,1.1385,1.3737,1.6359,1.0692,1.4486,1.3584,1.7324,1.2301,1.477,1.6907,1.0655,1.6473,1.7147,1.3172,1.4841,1.4135,1.5884,1.2119,1.4043,1.7999,1.0649,1.6623,1.6668,1.7151,1.2601,1.508,1.7895,1.1073,1.5268,1.6665,1.3704,1.2637,1.5878,1.6614,1.1173,1.4938,1.0756,1.1737,1.3167,0.92394,1.3807,1.0751,1.3282,1.395,1.2938,1.2377,1.416,1.5509,1.3666,1.4953,1.6051
1.0955,0.72336,0.75617,1.1251,1.4468,1.3372,1.5315,1.4368,1.4724,1.6283,1.4389,1.2778,1.426,1.5457,1.6257,1.3215,1.5242,1.6167,1.451,1.4778,1.3657,1.5061,1.3208,1.4503,1.5645,1.5486,1.4138,1.5226,1.4944,1.3074,1.3038,1.5761,1.3639,1.4507,1.4063,1.4548,1.4006,1.4912,1.529,1.2584,1.4007,1.5243,1.3065,1.4468,1.6375,1.429,1.1933,1.4769,1.4163,1.2285,1.5281,1.5467,1.3681,1.3768,1.5746,1.3539,1.2183,1.3515,1.5534,1.2493,1.4392,1.6116,1.4866,1.2184,1.489,1.4522,1.2784,1.4969,1.6718,1.3008,1.3896,1.5383,1.347,1.132,1.3831,1.5978,1.4293,1.3105,1.6257,1.4442,1.2152,1.3717,1.5045,1.265,1.4866,1.5929,1.3428,1.2242,1.2992,1.3779,1.218,1.3279,1.4863,1.5517,1.2185,1.4195,1.3598,1.2934,1.2684,1.4809,1.4205,1.4071,1.5887,1.4464,1.2164,1.3177,1.3947,1.2472,1.3214,1.5424,1.4942,1.093,1.3887,1.4076,1.2041,1.2056,1.3957,1.3459,1.2673,1.3882,1.3428,1.1635,1.2259,1.4182,1.2369,1.2502,1.3914,1.4268,1.0496,1.0356,1.3746,1.1198,0.92703,1.0806,1.3947,0.88161,0.79937,1.2765,0.94468,0.81315,0.94882,0.92609,1.1122,1.215,0.83078,1.1376,1.4493,1.1226,1.169,1.4355,1.208
1.0788,0.87124,1.0242,1.0856,1.0631,1.2431,1.237,1.1713,1.0865,1.126,1.0539,0.99186,1.3924,1.2947,1.1949,1.3387,1.2464,1.1847,1.1842,1.1321,1.4074,1.2485,1.4045,1.1332,1.3675,1.1183,1.1402,1.2232,1.0418,1.4274,1.1897,1.1321,1.2308,1.1035,1.3123,1.0265,1.1407,1.2488,1.0196,1.4657,0.93304,1.1625,1.2174,1.1696,1.2218,1.1061,1.4576,1.1717,1.1959,1.2975,1.0346,1.1658,1.1695,1.2029,1.2938,1.1788,1.3435,1.0333,1.291,1.1112,1.1102,1.273,1.0915,1.4308,1.2426,1.235,1.2069,1.137,1.216,1.0314,1.1688,1.282,1.1663,1.2199,1.1416,1.2553,1.0462,1.1862,1.1709,1.0376,1.1459,1.1078,1.1104,1.0745,0.97896,1.0487,0.95793,1.1909,1.1497,0.87628,1.103,1.0045,1.0104,1.1006,1.0793,0.92863,0.88644,1.1056,1.0469,0.89926,0.9825,1.0116,0.98762,0.89367,1.051,0.92311,0.79259,1.019,0.99738,0.91936,0.77968,0.87454,1.047,0.87879,1.0029,0.86494,0.60839,0.81675,0.8158,0.84355,0.79204,0.93305,0.79301,0.66599,0.74208,0.68644,0.58103,0.57667,0.71334,0.52347,0.9102,0.67148,0.47084,0.43949,0.3914,0.47428,0.29642,0.54116,0.45136,0.57808,0.33739,0.47828,0.39627,0.46398,0.30772,0.67423,0.72856,0.31185,0.3878,0.62261,0.51899
1.1331,0.909,0.97803,1.2054,1.3695,1.3112,1.4401,1.4535,1.4935,1.4511,1.4382,1.4972,1.4099,1.3806,1.4845,1.4117,1.3606,1.5417,1.5122,1.355,1.4534,1.6129,1.4553,1.2533,1.6748,1.5399,1.5382,1.4667,1.53,1.4705,1.2471,1.4322,1.3809,1.4533,1.5735,1.4753,1.3556,1.4118,1.4905,1.3263,1.4537,1.4186,1.468,1.4945,1.3286,1.5042,1.3841,1.5225,1.6029,1.3536,1.5995,1.5492,1.4026,1.2636,1.4026,1.4962,1.3923,1.5426,1.4647,1.4699,1.3879,1.4387,1.4241,1.4343,1.411,1.4739,1.3309,1.5342,1.522,1.3311,1.3137,1.4082,1.4098,1.3521,1.4309,1.6079,1.2822,1.303,1.5207,1.4513,1.2307,1.4484,1.4758,1.2842,1.4561,1.5723,1.4201,1.168,1.4295,1.4656,1.3307,1.3997,1.7936,1.4197,1.2819,1.4585,1.3847,1.2926,1.4088,1.6285,1.3759,1.4345,1.5544,1.3123,1.2526,1.5596,1.3815,1.3335,1.4041,1.6229,1.4048,1.2016,1.3808,1.3028,1.3845,1.3465,1.3827,1.3732,1.4257,1.2561,1.3049,1.1703,1.4298,1.2675,1.2945,1.3113,1.5264,1.3535,1.2539,1.2996,1.2591,1.2242,1.1743,1.0188,1.3947,1.1197,0.80398,1.2555,1.0601,0.8685,0.94858,0.9496,1.0172,1.1461,0.89062,1.173,1.2622,1.068,1.1045,1.2396,1.2577
1.4433,1.5256,1.1752,1.4863,1.3662,1.4817,1.0725,1.1937,1.2347,1.2078,1.1576,1.3375,1.2201,1.1516,1.0795,1.4547,1.3157,1.1662,1.3393,1.1143,1.35,1.2635,1.3187,1.1351,1.3172,1.3632,1.1209,1.25,1.2986,1.1779,1.1879,1.1614,1.2669,1.1858,1.295,1.2961,1.1069,1.3934,1.2744,1.3141,1.1728,1.2703,1.3657,1.0095,1.2426,1.4992,1.2311,1.1778,1.2302,1.5723,1.0949,1.207,1.4158,1.2751,1.2893,1.2679,1.4275,1.1598,1.1978,1.3312,1.0904,1.1882,1.2132,1.2656,1.1299,1.0695,1.3433,1.1188,1.1853,1.2317,1.1846,1.2638,1.2306,1.3253,1.1409,1.2765,1.3811,1.1816,1.3395,1.3474,1.3196,1.15,1.1379,1.3971,1.117,1.3346,1.4479,1.2495,1.2704,1.3277,1.3336,1.2249,1.2806,1.3239,1.1635,1.2431,1.2804,1.2364,1.1315,1.1449,1.4394,1.1533,1.308,1.3636,1.2976,1.2836,1.291,1.2827,1.2421,1.2139,1.2646,1.1822,1.3822,1.3042,1.3769,1.2448,1.1522,1.4188,1.2199,1.3398,1.3627,1.3661,1.3193,1.119,1.3817,1.285,1.267,1.239,1.3111,1.3785,1.3712,1.4163,1.2461,1.2981,1.5266,1.2599,1.3144,1.4467,1.3481,1.2968,1.1517,1.4142,1.2544,1.2631,1.4015,1.3322,1.3862,1.3624,1.3877,1.2608,1.2925
1.4435,1.5296,1.5964,1.5684,1.5561,1.5629,1.6201,1.5601,1.4607,1.5619,1.4124,1.456,1.364,1.5439,1.6217,1.2632,1.5712,1.408,1.4506,1.4868,1.5899,1.6872,1.518,1.5501,1.4377,1.5332,1.5999,1.3209,1.4788,1.5329,1.4925,1.3934,1.5013,1.5504,1.5058,1.4326,1.6684,1.4768,1.4013,1.6094,1.7076,1.5798,1.496,1.6725,1.3954,1.4752,1.4814,1.4691,1.4377,1.561,1.4908,1.3922,1.3858,1.5695,1.3741,1.4504,1.5694,1.4014,1.4719,1.355,1.5602,1.5045,1.5424,1.4403,1.3196,1.6815,1.4692,1.5752,1.5816,1.5261,1.5122,1.426,1.5429,1.5365,1.4545,1.6351,1.4468,1.3937,1.4011,1.4204,1.4096,1.3399,1.6139,1.4047,1.2359,1.4333,1.2868,1.2799,1.3517,1.4733,1.4156,1.2506,1.634,1.2853,1.3777,1.3961,1.5316,1.4163,1.2281,1.5969,1.4075,1.2819,1.3771,1.417,1.4037,1.4181,1.5426,1.6367,1.2991,1.5993,1.4262,1.3578,1.4091,1.3759,1.5931,1.1711,1.6131,1.4385,1.4186,1.4507,1.479,1.4492,1.2855,1.4335,1.5198,1.3717,1.6231,1.5407,1.4588,1.5331,1.5536,1.5584,1.3308,1.652,1.4459,1.5358,1.3756,1.5889,1.4507,1.3799,1.4968,1.5112,1.4328,1.6011,1.439,1.4931,1.5243,1.5682,1.5074,1.4052,1.681
