1.425,1.5556,1.1703,1.421,1.3469,1.3755,1.0742,1.2818,1.607,1.0801,1.1023,1.44,1.3789,1.1292,1.1603,1.3303,1.1197,1.1287,1.2702,1.1841,1.1263,1.2441,1.3104,1.0259,1.1855,1.4321,1.0775,1.1703,1.3156,1.3265,1.0924,1.1704,1.3908,1.0738,1.1859,1.3522,1.1178,1.1207,1.1674,1.3251,1.1264,1.139,1.3316,1.1757,1.2002,1.1893,1.3048,1.1439,1.1817,1.4792,1.1657,1.0872,1.2352,1.2258,1.1171,1.3409,1.4501,1.1532,1.1847,1.331,1.1472,1.2016,1.2993,1.292,1.064,1.2393,1.3113,1.1303,1.2176,1.2265,1.2061,1.1185,1.3711,1.3725,1.1064,1.2572,1.2876,1.1011,1.4101,1.3179,1.34,1.0449,1.193,1.4455,1.1774,1.3429,1.2771,1.4501,1.0875,1.2197,1.2691,1.1142,1.2272,1.1936,1.1306,1.3183,1.1498,1.3208,1.067,1.1837,1.4881,1.1659,1.249,1.237,1.3294,1.117,1.117,1.5286,1.1748,1.2139,1.3382,1.1599,1.2741,1.1535,1.3432,1.1435,1.1272,1.3578,1.1518,1.2657,1.2567,1.287,1.1942,1.142,1.4923,1.1842,1.3007,1.2441,1.2494,1.2994,1.3193,1.386,1.1048,1.2103,1.4046,1.113,1.3359,1.2185,1.3061,1.1782,1.2331,1.4212,1.1708,1.3356,1.3436,1.2113,1.2865,1.1963,1.2733,1.037,1.356,1.3629,1.1184,1.3049,1.3126,1.3222,1.0533,1.2542,1.4752,1.1882,1.3827,1.1899,1.262,1.22,1.282,1.3345,1.0824,1.3626,1.2883,1.1072
1.5451,1.7409,1.5774,1.7023,1.5765,1.5474,1.6238,1.5915,1.5473,1.7032,1.8214,1.513,1.4704,1.5541,1.7262,1.4976,1.6906,1.5424,1.6039,1.5283,1.6196,1.7078,1.6022,1.4608,1.4427,1.7768,1.5821,1.4668,1.5039,1.4298,1.4864,1.5575,1.516,1.6194,1.6599,1.5124,1.4969,1.7184,1.5445,1.6353,1.3302,1.635,1.6186,1.3554,1.6802,1.5898,1.4463,1.4278,1.8371,1.4573,1.4581,1.6885,1.6213,1.589,1.6935,1.6802,1.4694,1.4626,1.5915,1.4707,1.4949,1.477,1.4238,1.4024,1.4908,1.6566,1.3909,1.4044,1.6228,1.4326,1.396,1.5071,1.7531,1.484,1.386,1.6537,1.3697,1.3974,1.4668,1.4488,1.4307,1.4506,1.6464,1.4874,1.3452,1.6153,1.3302,1.4576,1.5703,1.6046,1.4425,1.2573,1.6663,1.4333,1.4776,1.5829,1.4081,1.614,1.3197,1.7205,1.6022,1.2955,1.6963,1.4953,1.6129,1.4344,1.664,1.6362,1.3241,1.6505,1.4576,1.6062,1.5583,1.5683,1.5462,1.4221,1.6368,1.3588,1.3044,1.6894,1.2994,1.4412,1.4514,1.6452,1.4431,1.2828,1.7013,1.3204,1.3563,1.5134,1.4327,1.4375,1.2888,1.8081,1.3914,1.4021,1.6059,1.4204,1.311,1.5013,1.6274,1.3898,1.3342,1.6668,1.4297,1.3018,1.6481,1.6005,1.4451,1.3476,1.7136,1.4579,1.296,1.703,1.4396,1.3159,1.4845,1.7585,1.4545,1.3038,1.5913,1.393,1.3712,1.4791,1.7485,1.4722,1.427,1.5428,1.5468,1.4801
1.0381,1.2197,1.4953,1.0023,1.2851,1.2047,1.4936,1.102,1.3537,1.6029,1.3666,1.4731,1.3505,1.4992,1.1586,1.4889,1.4694,1.2595,1.4654,1.5407,1.4735,1.3099,1.4489,1.3612,1.3393,1.4682,1.4855,1.4059,1.4609,1.5023,1.3814,1.4476,1.4206,1.2354,1.2698,1.6115,1.4827,1.493,1.5269,1.592,1.352,1.482,1.4574,1.5329,1.3955,1.6135,1.6302,1.2983,1.4384,1.6603,1.4145,1.4109,1.534,1.4898,1.2441,1.7003,1.5117,1.2951,1.402,1.4974,1.3675,1.3352,1.5073,1.547,1.3054,1.3777,1.4847,1.3442,1.3943,1.4615,1.4259,1.4157,1.4866,1.512,1.4102,1.3675,1.3859,1.3756,1.3664,1.4655,1.459,1.1783,1.3683,1.4464,1.2515,1.3222,1.3699,1.4459,1.2794,1.4185,1.4885,1.3694,1.2447,1.2423,1.2809,1.2164,1.4442,1.4377,1.2176,1.2386,1.4199,1.1967,1.1746,1.3934,1.5631,1.1985,1.3589,1.5077,1.2785,1.1567,1.3685,1.396,1.2094,1.3398,1.3285,1.2061,1.2082,1.3934,1.2491,1.1384,1.2918,1.3631,1.2667,1.3436,1.3771,1.3223,1.1908,1.3899,1.3114,1.2416,1.4374,1.2947,1.382,1.1661,1.3748,1.2972,1.14,1.2603,1.3688,1.3518,1.2989,1.4079,1.3331,1.2289,1.2077,1.3763,1.365,1.3147,1.4577,1.532,1.2775,1.2973,1.4401,1.2816,1.1838,1.4014,1.4039,1.3612,1.2943,1.365,1.2858,1.2317,1.4026,1.3827,1.4603,1.4714,1.4355,1.2188,1.2107,1.4241
0.99417,1.4398,1.1884,1.3264,1.1418,1.3977,1.0383,1.1692,1.7109,1.462,1.8381,1.4875,1.4999,1.2489,1.1825,1.5,1.2735,1.666,1.2638,1.5897,1.2408,1.3509,1.4156,1.1639,1.4013,1.3309,1.4016,1.6215,1.3683,1.3667,1.3185,1.336,1.2932,1.4609,1.6672,1.5308,1.3621,1.3868,1.2936,1.5134,1.317,1.6462,1.3912,1.3465,1.7782,1.358,1.5335,1.2532,1.467,1.4055,1.3018,1.6201,1.5852,1.415,1.5234,1.3144,1.6826,1.3735,1.4973,1.2999,1.4544,1.5777,1.4369,1.4765,1.1874,1.3778,1.3957,1.2795,1.3296,1.4268,1.4818,1.2973,1.4172,1.5954,1.2616,1.5105,1.4145,1.4,1.5545,1.4505,1.5991,1.2724,1.4701,1.4501,1.4303,1.7492,1.4318,1.5337,1.3139,1.4139,1.6741,1.4259,1.5867,1.3853,1.3433,1.7945,1.4751,1.7639,1.4407,1.4427,1.4673,1.5517,1.494,1.4615,1.744,1.3907,1.3516,1.7312,1.4009,1.4024,1.7078,1.5667,1.5163,1.4878,1.7256,1.3566,1.4398,1.4644,1.576,1.3966,1.5402,1.5833,1.4442,1.3973,1.6483,1.6128,1.3946,1.5025,1.4365,1.3926,1.4758,1.574,1.4964,1.6634,1.4379,1.6482,1.7319,1.5788,1.5315,1.4729,1.4508,1.5963,1.5558,1.6027,1.4076,1.6001,1.501,1.3746,1.7231,1.502,1.604,1.3715,1.6112,1.5862,1.5437,1.5012,1.403,1.3647,1.6277,1.494,1.4353,1.4159,1.5519,1.343,1.4638,1.6896,1.5045,1.555,1.4988,1.5654
1.928,1.3047,1.6389,1.8927,1.4238,1.8223,1.5817,2.0082,1.6201,1.7548,1.7726,1.7466,1.7468,1.7724,2.0016,1.604,1.7856,2.2053,1.6726,1.4083,2.0024,1.9106,1.8526,1.6226,1.8008,1.922,1.3684,2.0086,1.9017,1.5805,1.5989,1.97,1.5205,1.5698,1.951,1.8743,1.5909,1.8095,1.6612,1.9326,1.5354,1.7926,1.724,1.5759,1.8209,1.498,1.5434,1.5934,1.7307,1.6068,1.5292,1.6645,1.5956,1.5039,1.6847,1.452,1.622,1.6005,1.8386,1.7361,1.3238,2.1092,1.4464,1.3216,1.6754,1.9768,1.5357,1.2965,1.8586,1.3857,1.6011,1.7534,1.4576,1.522,1.4166,2.055,1.4623,1.3819,1.816,1.4113,1.7113,1.4514,1.8679,1.6286,1.4874,1.9197,1.2897,1.5988,1.7991,1.751,1.5661,1.6631,2.3553,1.4059,1.3688,1.951,1.4028,1.6428,1.4204,1.7608,1.5999,1.332,1.9533,1.2972,1.5938,1.6795,1.7665,1.6927,1.5773,1.9391,1.5122,1.4385,1.8071,1.449,1.6322,1.5932,1.7834,1.4571,1.2675,1.6667,1.5258,1.5943,1.9973,1.7289,1.7228,1.5322,2.1143,1.7256,1.5231,2.0903,1.5518,1.7104,1.7802,1.9742,1.643,1.4359,1.9995,1.6022,1.7871,1.8435,1.7879,1.8908,1.5708,1.6316,1.7158,1.6916,1.9753,1.4711,2.0705,1.7983,1.8432,1.698,1.5917,1.8925,1.5838,1.9191,1.7285,1.8157,1.9248,1.6036,1.6749,1.5363,1.7169,1.919,1.4533,2.0308,1.7653,1.7345,1.7544,1.5302
1.4396,1.3743,1.549,1.4607,1.5234,1.1993,1.3152,1.5379,1.3194,1.5293,1.5541,1.4796,1.4111,1.5035,1.4573,1.4856,1.4672,1.6975,1.6663,1.4552,1.5531,1.5625,1.3583,1.4916,1.5197,1.436,1.5984,1.4651,1.6005,1.4355,1.5049,1.575,1.4348,1.5137,1.7623,1.5174,1.4238,1.3968,1.6124,1.4961,1.3886,1.6608,1.4255,1.2809,1.6286,1.4541,1.3395,1.2385,1.5452,1.3889,1.4075,1.6376,1.2949,1.4091,1.4413,1.6279,1.3274,1.2095,1.6391,1.3742,1.3358,1.7419,1.2945,1.388,1.27,1.5304,1.2751,1.3497,1.7464,1.2989,1.3285,1.3949,1.5225,1.4402,1.3089,1.5586,1.3141,1.4682,1.5245,1.4178,1.3109,1.4252,1.6639,1.3844,1.3955,1.6834,1.4323,1.4641,1.3935,1.6748,1.4786,1.4842,1.6894,1.4227,1.5349,1.4464,1.475,1.5947,1.3911,1.6292,1.4633,1.405,1.4977,1.3809,1.3373,1.5145,1.7053,1.4007,1.3388,1.5999,1.3148,1.3906,1.4772,1.5497,1.4639,1.3263,1.6239,1.3659,1.312,1.373,1.4082,1.4917,1.3192,1.6443,1.3852,1.2394,1.3887,1.2825,1.347,1.3536,1.356,1.3507,1.317,1.392,1.3629,1.3194,1.4641,1.3828,1.4683,1.3791,1.5787,1.3266,1.3879,1.4492,1.3466,1.4418,1.3962,1.4233,1.4299,1.4473,1.4766,1.3364,1.5067,1.4917,1.3422,1.4412,1.4545,1.5049,1.3619,1.3517,1.4009,1.3776,1.4367,1.4477,1.4956,1.381,1.4193,1.4973,1.3519,1.3734
1.5564,1.232,1.3483,1.5709,1.1351,1.5276,1.3125,1.2206,1.1423,1.3598,1.2161,1.1352,1.4212,1.4279,1.418,1.4311,1.2503,1.4115,1.2109,1.3087,1.63,1.2404,1.4211,1.3141,1.5263,1.3357,1.1608,1.1334,1.262,1.3259,1.3279,1.2405,1.4446,1.1219,1.2606,1.0005,1.2988,1.5043,1.2601,1.4408,1.4121,1.4006,1.2763,1.1758,1.3255,1.1881,1.3736,1.4016,1.3328,1.3814,1.2314,1.3503,1.2702,1.3365,1.5016,1.3367,1.3861,1.2819,1.4343,1.2863,1.2932,1.3705,1.1637,1.5349,1.3678,1.3406,1.3543,1.2924,1.5172,1.1031,1.2885,1.4601,1.2219,1.3005,1.3579,1.3396,1.1903,1.1704,1.4735,1.2821,1.4124,1.4282,1.2858,1.2955,1.1917,1.1907,1.2685,1.1752,1.3656,1.1931,1.4303,1.2441,1.4572,1.2886,1.2059,1.5199,1.2893,1.5077,1.2574,1.3657,1.3454,1.1569,1.2864,1.2577,1.2707,1.3804,1.355,1.399,1.2529,1.4581,1.3133,1.2409,1.4701,1.3063,1.3973,1.1488,1.4307,1.4227,1.1643,1.4062,1.1911,1.3202,1.3256,1.3017,1.3516,1.285,1.4393,1.3729,1.3176,1.5382,1.2239,1.4573,1.1124,1.3494,1.4103,1.1888,1.2785,1.2766,1.3918,1.2958,1.4249,1.4183,1.206,1.325,1.3101,1.2494,1.3742,1.3565,1.3876,1.1978,1.3687,1.472,1.1787,1.3827,1.3576,1.3106,1.3818,1.4577,1.351,1.2034,1.3878,1.4472,1.0589,1.3442,1.3307,1.4037,1.2732,1.419,1.4239,0.96622
1.34,1.1886,1.4775,1.5531,1.2857,1.398,1.5267,1.6693,1.328,1.5879,1.5835,1.3891,1.3611,1.5083,1.6133,1.3906,1.4672,1.7515,1.3724,1.4915,1.5704,1.5515,1.4273,1.2171,1.567,1.487,1.5039,1.4562,1.6117,1.4471,1.3864,1.4108,1.505,1.4661,1.5108,1.4302,1.3686,1.5808,1.5661,1.3582,1.4179,1.6279,1.4272,1.4822,1.4438,1.3767,1.3334,1.2617,1.4071,1.5836,1.345,1.4609,1.4189,1.2932,1.4115,1.4429,1.259,1.5283,1.3758,1.249,1.3407,1.458,1.2473,1.376,1.4881,1.2171,1.3308,1.32,1.5259,1.1867,1.4394,1.4597,1.4639,1.2966,1.5298,1.4038,1.3229,1.3321,1.4737,1.355,1.2763,1.4153,1.2727,1.3763,1.434,1.3236,1.2647,1.3281,1.4003,1.5598,1.2507,1.3968,1.568,1.2854,1.3813,1.4517,1.3889,1.3496,1.4912,1.5725,1.478,1.4754,1.4776,1.1919,1.3112,1.3602,1.4348,1.3015,1.5004,1.4213,1.295,1.3942,1.3159,1.2936,1.2858,1.4955,1.4395,1.3267,1.4858,1.3099,1.1602,1.3142,1.3359,1.3881,1.3038,1.3487,1.3062,1.3227,1.3582,1.1999,1.3314,1.3486,1.3785,1.4595,1.3382,1.4652,1.2339,1.1882,1.3122,1.4872,1.46,1.3281,1.4877,1.3358,1.3047,1.229,1.3611,1.5063,1.2735,1.5024,1.5576,1.4322,1.3434,1.3606,1.3232,1.2832,1.491,1.458,1.3381,1.3848,1.4757,1.3237,1.3125,1.4517,1.5374,1.316,1.3926,1.558,1.3585,1.4591
1.4771,1.2566,1.3349,1.3282,1.5582,1.3186,1.2364,1.3842,1.1542,1.0519,1.189,1.2483,1.3651,1.1363,1.2264,1.2864,1.16,1.1912,1.267,1.2708,1.1978,1.2844,1.3814,1.1896,1.2194,1.3498,1.1697,1.2086,1.4005,1.3084,1.1175,1.1555,1.2874,1.1606,1.2142,1.2254,1.2474,1.2435,1.3112,1.4415,1.0595,1.1587,1.2859,1.1237,1.0259,1.3935,1.2468,1.0516,1.2491,1.375,1.249,1.2264,1.2322,1.2351,1.3421,1.2484,1.4109,1.255,1.2425,1.2892,1.202,1.1683,1.4036,1.3667,1.2637,1.2531,1.376,1.168,1.0869,1.3206,1.2631,1.207,1.2649,1.3596,1.1868,1.1703,1.4221,1.147,1.2212,1.4479,1.4633,1.2114,1.1411,1.2243,1.2913,1.1741,1.3602,1.3863,1.268,1.3302,1.3229,1.2965,1.1259,1.289,1.2299,1.2217,1.123,1.4334,1.2645,1.0443,1.3176,1.2216,1.0999,1.2153,1.3328,1.1967,1.1515,1.4168,1.1866,1.051,1.1132,1.1586,1.2561,1.2689,1.4308,1.1581,0.95696,1.1978,1.1508,1.1521,1.1394,1.1862,1.2191,0.99038,1.2911,1.0072,1.0751,0.98052,1.0918,1.0397,1.0708,1.0014,0.90811,0.99917,0.65826,0.99562,1.1302,0.85152,0.99073,0.80642,0.77113,0.72296,0.785,0.75098,0.7722,0.71414,0.90934,1.0058,0.77611,0.83577,0.82839,1.0003,0.75209,0.91213,1.1239,1.049,1.08,1.0195,1.2403,1.0935,1.0207,1.1836,1.0634,1.025,1.1912,1.2985,1.0643,1.0905,1.2071,1.0206
1.6461,1.5272,1.4657,1.4347,1.4587,1.4742,1.348,1.6093,1.3411,1.4407,1.4437,1.3685,1.4165,1.3986,1.5361,1.4572,1.3246,1.721,1.4266,1.5728,1.6172,1.4243,1.4749,1.1804,1.4962,1.4606,1.4873,1.5512,1.5905,1.4839,1.3859,1.533,1.5133,1.3186,1.4204,1.3936,1.3295,1.432,1.2523,1.5047,1.3791,1.5523,1.3831,1.495,1.6791,1.4138,1.5375,1.4567,1.5632,1.4539,1.3503,1.5033,1.4518,1.4431,1.4771,1.4004,1.5893,1.296,1.4358,1.5287,1.5223,1.466,1.5914,1.6138,1.3439,1.5583,1.683,1.3538,1.3574,1.6993,1.5495,1.3735,1.5423,1.5897,1.2855,1.4797,1.532,1.4755,1.4402,1.5383,1.5439,1.3275,1.5204,1.6145,1.2759,1.3333,1.5588,1.4273,1.3853,1.4799,1.6577,1.1923,1.3239,1.4961,1.6133,1.3485,1.4052,1.6867,1.2612,1.4486,1.6332,1.4668,1.2555,1.523,1.6573,1.278,1.5307,1.4626,1.3704,1.494,1.3219,1.5407,1.4125,1.4054,1.5238,1.3348,1.5201,1.4942,1.3959,1.4225,1.3627,1.5615,1.2625,1.3283,1.3212,1.3282,1.5537,1.2473,1.5157,1.441,1.2154,1.3009,1.0023,1.3659,0.99213,1.2162,1.2158,1.0719,1.0377,0.91679,1.1678,0.87548,1.1161,1.1395,1.1201,0.89754,1.1738,1.1477,1.1291,1.1528,1.0211,1.3735,0.97117,1.1282,1.6089,1.1911,1.2498,1.4548,1.4066,1.2618,1.237,1.5753,1.4342,1.3176,1.5985,1.3488,1.3009,1.568,1.5894,1.3393
