1,2,3,4,5,6,7,8
0.88676,2.8213,2.8213,2.8213,0.72685,2.0555,2.0555,2.0555
0.68233,1.8792,1.8792,1.8792,0.69642,1.8607,1.8607,1.8607
0.84355,2.8149,2.8149,2.8149,0.76909,2.2916,2.2916,2.2916
0.63707,1.7908,1.7908,1.7908,0.68182,1.6171,1.6171,1.6171
0.88132,2.6092,2.6092,2.6092,0.67482,1.7943,1.7943,1.7943
0.90476,2.8218,2.8218,2.8218,0.72332,1.9733,1.9733,1.9733
0.85472,2.6116,2.6116,2.6116,0.69355,1.986,1.986,1.986
0.72641,1.9873,1.9873,1.9873,0.6783,1.8944,1.8944,1.8944
0.7802,2.3593,2.3593,2.3593,0.66873,2.0166,2.0166,2.0166
0.7678,2.4845,2.4845,2.4845,0.63949,1.8605,1.8605,1.8605
0.80621,2.7906,2.7906,2.7906,0.57163,1.6276,1.6276,1.6276
0.77158,2.6941,2.6941,2.6941,0.71947,2.1376,2.1376,2.1376
0.74634,2.2963,2.2963,2.2963,0.63122,1.6595,1.6595,1.6595
0.46977,1.3348,1.3348,1.3348,0.3035,0.66941,0.66941,0.66941
0.84821,2.4364,2.4364,2.4364,0.62376,1.6622,1.6622,1.6622
0.90151,3.1176,3.1176,3.1176,0.54042,1.6544,1.6544,1.6544
0.92677,3.3791,3.3791,3.3791,0.45682,1.5286,1.5286,1.5286
0.43176,1.5749,1.575,1.575,0.1012,0.50335,0.50335,0.50335
0.68967,2.4236,2.4236,2.4236,0.28354,0.91193,0.91193,0.91193
0.8412,3.4124,3.4124,3.4124,0.51032,1.8024,1.8023,1.8023
0.47347,1.5482,1.5482,1.5482,0.18962,0.60739,0.60739,0.60739
0.722,2.5271,2.5271,2.5271,0.3551,1.002,1.002,1.002
0.67812,2.6857,2.6857,2.6857,0.51893,1.4824,1.4824,1.4824
0.54023,2.0441,2.0441,2.0441,0.1944,0.55355,0.55355,0.55355
0.98191,3.2339,3.2339,3.2339,0.58438,1.5081,1.5081,1.5081
0.81026,2.4992,2.4992,2.4992,0.47094,1.4236,1.4236,1.4236
0.70639,2.2298,2.2298,2.2298,0.41804,1.1709,1.1709,1.1709
0.68937,2.301,2.301,2.301,0.40225,0.98451,0.98451,0.98451
0.74875,2.1081,2.1081,2.1081,0.42718,1.2261,1.2261,1.2261
0.66812,2.2122,2.2122,2.2122,0.48173,1.2379,1.2379,1.2379
0.75553,2.5102,2.5102,2.5102,0.60944,1.7398,1.7398,1.7398
0.74443,2.114,2.114,2.114,0.46872,1.2654,1.2654,1.2654
0.93132,3.3406,3.3406,3.3406,0.6898,2.0215,2.0215,2.0215
0.77454,2.5631,2.5631,2.5631,0.47501,1.3596,1.3596,1.3596
0.84073,2.7337,2.7337,2.7337,0.48673,1.3023,1.3023,1.3023
0.74792,2.5636,2.5636,2.5636,0.55793,1.5228,1.5228,1.5228
