1,2,3,4,5,6,7,8
0.6409,1.8635,1.8635,1.8635,0.43473,1.0107,1.0107,1.0107
0.89533,2.8271,2.8271,2.8271,0.47639,1.2693,1.2693,1.2693
0.88374,2.7333,2.7333,2.7333,0.53643,1.2722,1.2722,1.2722
0.63064,2.1006,2.1006,2.1006,0.52488,1.3406,1.3406,1.3406
0.71184,2.2612,2.2612,2.2612,0.54338,1.4549,1.4549,1.4549
0.72947,2.6717,2.6717,2.6717,0.58117,1.5294,1.5294,1.5294
0.83049,2.846,2.846,2.846,0.54209,1.32,1.32,1.32
0.73927,2.3075,2.3075,2.3075,0.45261,1.0475,1.0475,1.0475
0.78478,2.9091,2.9091,2.9091,0.47153,1.197,1.197,1.197
0.7568,2.13,2.13,2.13,0.43817,1.0407,1.0407,1.0407
0.64665,1.8575,1.8575,1.8575,0.41108,0.98321,0.98321,0.98321
0.75421,2.2062,2.2062,2.2062,0.46437,1.1058,1.1058,1.1058
0.54922,1.3866,1.3866,1.3866,0.10025,0.47814,0.47814,0.47814
0.75205,2.2142,2.2142,2.2142,0.37915,0.85442,0.85442,0.85442
0.88408,2.9554,2.9554,2.9554,0.29941,0.80009,0.80009,0.80009
0.93935,3.1884,3.1884,3.1884,0.45009,1.0465,1.0465,1.0465
0.40128,1.3971,1.3971,1.3971,0.055871,0.39631,0.39631,0.39631
0.52096,1.8287,1.8287,1.8287,0.22665,0.65273,0.65273,0.65273
0.82174,3.1143,3.1143,3.1143,0.3186,0.83615,0.83615,0.83615
0.95253,3.3272,3.3272,3.3272,0.30574,0.8131,0.8131,0.8131
0.82781,2.6712,2.6712,2.6712,0.27715,0.59589,0.5959,0.5959
0.8117,2.9847,2.9847,2.9847,0.45245,1.4057,1.4057,1.4057
0.43431,1.6834,1.6834,1.6834,0.068099,0.40484,0.40484,0.40484
0.88991,3.3824,3.3824,3.3824,0.41658,1.1286,1.1286,1.1286
0.8054,2.5988,2.5988,2.5988,0.26068,0.68813,0.68812,0.68812
0.77299,2.5275,2.5275,2.5275,0.27481,0.73162,0.73162,0.73162
0.88777,2.9887,2.9887,2.9887,0.28352,0.8013,0.8013,0.8013
0.64465,2.0885,2.0885,2.0885,0.23521,0.47386,0.47386,0.47386
0.74951,2.5353,2.5353,2.5353,0.27733,0.70616,0.70616,0.70616
0.82206,2.9591,2.9591,2.9591,0.48252,1.3062,1.3062,1.3062
0.64201,1.9416,1.9416,1.9416,0.24155,0.69312,0.69312,0.69312
0.87295,3.3396,3.3396,3.3396,0.48994,1.3007,1.3007,1.3007
0.8249,2.5488,2.5488,2.5488,0.31384,0.8001,0.8001,0.8001
0.71923,2.444,2.444,2.444,0.31843,0.84469,0.84469,0.84469
0.87827,2.9495,2.9495,2.9495,0.39776,1.0392,1.0392,1.0392
0.73974,2.3584,2.3584,2.3584,0.26398,0.74453,0.74453,0.74454
