1,2,3,4,5,6,7,8
0.82093,2.0869,2.0869,2.0869,0.44592,1.1575,1.1575,1.1576
0.73912,1.8804,1.8804,1.8804,0.45941,1.1389,1.1389,1.1389
0.85168,2.3554,2.3554,2.3554,0.48803,1.233,1.233,1.233
0.68179,1.8544,1.8544,1.8544,0.42583,1.0633,1.0633,1.0633
0.90594,2.7117,2.7117,2.7117,0.42083,1.0784,1.0783,1.0784
0.8617,2.6218,2.6218,2.6218,0.48087,1.309,1.309,1.309
0.75077,2.1424,2.1424,2.1424,0.37873,0.94661,0.94661,0.94661
0.72765,1.8914,1.8914,1.8914,0.38457,0.98717,0.98717,0.98717
0.85151,2.544,2.544,2.544,0.41741,1.0808,1.0808,1.0808
0.66,1.7595,1.7595,1.7595,0.43748,1.0933,1.0933,1.0933
0.69548,1.9035,1.9035,1.9035,0.42598,1.0853,1.0853,1.0853
0.73282,2.4236,2.4236,2.4236,0.45868,1.2161,1.2161,1.2161
0.76988,2.417,2.417,2.417,0.35521,0.96338,0.96338,0.96338
0.49675,1.4006,1.4006,1.4006,0.19848,0.57172,0.57171,0.57171
0.7536,2.3335,2.3335,2.3335,0.30895,0.77791,0.77791,0.77791
0.84393,2.7657,2.7657,2.7657,0.35756,0.98767,0.98768,0.98767
0.69026,2.1603,2.1603,2.1603,0.28113,0.79481,0.79481,0.79481
0.46805,1.3923,1.3923,1.3923,0.088331,0.40819,0.40819,0.40819
0.74652,2.2535,2.2535,2.2535,0.2049,0.57001,0.57001,0.57001
0.78067,2.4624,2.4624,2.4624,0.31618,0.90803,0.90803,0.90803
0.67685,2.3265,2.3265,2.3265,0.23685,0.62088,0.62088,0.62088
0.74366,2.1355,2.1355,2.1355,0.20274,0.79891,0.79891,0.79891
0.7472,2.3235,2.3235,2.3235,0.26287,0.6826,0.6826,0.6826
0.54214,1.7896,1.7896,1.7896,0.11187,0.42641,0.42641,0.42641
0.66017,2.0399,2.0399,2.0399,0.16408,0.55534,0.55534,0.55534
0.7824,2.3094,2.3094,2.3094,0.31791,0.95025,0.95025,0.95025
0.78382,2.3938,2.3938,2.3938,0.25595,0.71289,0.71289,0.71289
0.79233,2.7702,2.7702,2.7702,0.29802,0.76615,0.76615,0.76615
0.78087,2.5754,2.5754,2.5754,0.36446,0.98942,0.98942,0.98942
0.61907,1.9178,1.9178,1.9178,0.38284,0.783,0.783,0.783
0.70856,2.0907,2.0907,2.0907,0.37115,0.96383,0.96383,0.96383
0.8563,2.2672,2.2672,2.2672,0.33675,0.7825,0.7825,0.7825
0.71637,2.2148,2.2148,2.2148,0.31547,0.80429,0.80429,0.80429
0.67553,2.4152,2.4152,2.4152,0.33229,0.82334,0.82334,0.82334
0.71329,2.3133,2.3133,2.3133,0.35174,0.88101,0.88101,0.88101
0.84829,3.0106,3.0106,3.0106,0.37001,0.85042,0.85042,0.85042
