1,2,3,4,5,6,7,8
0.83621,2.7019,2.7019,2.7019,0.52595,1.3143,1.3143,1.3143
0.70596,1.9428,1.9428,1.9428,0.51849,1.1925,1.1925,1.1925
0.83548,2.6534,2.6534,2.6534,0.59524,1.4936,1.4936,1.4936
0.66557,1.8807,1.8807,1.8807,0.48325,1.1168,1.1168,1.1168
0.91218,2.6192,2.6192,2.6192,0.61216,1.2004,1.2004,1.2004
0.93875,2.9103,2.9103,2.9103,0.55877,1.3344,1.3344,1.3344
0.91479,2.9086,2.9086,2.9086,0.50058,1.3286,1.3286,1.3286
0.7043,1.9845,1.9845,1.9845,0.41479,1.0349,1.0349,1.0349
0.89312,2.873,2.873,2.873,0.54037,1.1195,1.1195,1.1195
0.72698,2.0638,2.0638,2.0638,0.47403,1.2492,1.2492,1.2492
0.82225,2.5613,2.5613,2.5613,0.44367,1.0609,1.0609,1.0609
0.7486,2.209,2.209,2.209,0.52259,1.2622,1.2622,1.2622
0.81156,2.3371,2.3371,2.3371,0.31372,0.80037,0.80037,0.80037
0.44028,1.2393,1.2393,1.2393,0.082859,0.38762,0.38762,0.38762
0.76128,2.4583,2.4583,2.4583,0.41902,0.96459,0.96459,0.96459
0.90024,3.1079,3.1079,3.1079,0.3568,0.91097,0.91097,0.91097
0.66515,2.2,2.2,2.2,0.13113,0.50415,0.50415,0.50415
0.40645,1.3768,1.3768,1.3768,0.017322,0.34556,0.34556,0.34556
0.83433,3.0201,3.0201,3.0201,0.30927,0.93279,0.93279,0.93279
0.83883,2.9311,2.9311,2.9311,0.29538,1.047,1.047,1.047
0.66936,2.4752,2.4752,2.4752,0.2958,0.75752,0.75752,0.75752
0.73151,2.3066,2.3066,2.3066,0.13295,0.50708,0.50708,0.50708
0.42017,1.4869,1.4869,1.4869,0.056129,0.38223,0.38223,0.38223
0.58161,2.0101,2.0101,2.0101,0.082581,0.47655,0.47655,0.47654
0.88965,2.5426,2.5426,2.5426,0.54729,1.0199,1.0199,1.0199
0.84033,2.5691,2.5691,2.5691,0.40697,1.0226,1.0226,1.0226
0.95672,3.1509,3.1509,3.1509,0.50166,1.2962,1.2962,1.2962
0.73271,2.2571,2.2571,2.2571,0.19299,0.55155,0.55155,0.55155
0.74432,2.4365,2.4365,2.4365,0.42876,0.97712,0.97712,0.97712
0.61541,2.1803,2.1803,2.1803,0.23508,0.62083,0.62083,0.62083
0.77254,2.1296,2.1296,2.1296,0.31622,0.81463,0.81463,0.81463
0.76256,2.2015,2.2015,2.2015,0.24723,0.78282,0.78282,0.78282
0.83152,2.6772,2.6772,2.6772,0.44762,1.1724,1.1724,1.1724
0.78966,2.6464,2.6464,2.6464,0.39505,0.87962,0.87962,0.87962
0.96607,3.3967,3.3967,3.3967,0.60469,1.5434,1.5434,1.5434
0.77267,2.4555,2.4555,2.4555,0.27571,0.67249,0.67249,0.67249
