1,2,3,4,5,6,7,8
0.75884,2.1694,2.1694,2.1694,0.52781,1.3549,1.3549,1.3549
0.69647,1.909,1.909,1.909,0.51323,1.2219,1.2219,1.2219
0.86074,2.7705,2.7705,2.7705,0.54845,1.4558,1.4558,1.4558
0.60147,1.7061,1.7061,1.7061,0.4582,1.1223,1.1223,1.1223
0.77895,2.6356,2.6356,2.6356,0.54747,1.3393,1.3393,1.3393
0.77946,2.6789,2.6789,2.6789,0.5629,1.4681,1.4681,1.4681
0.69531,1.8242,1.8242,1.8242,0.472,1.2143,1.2143,1.2143
0.71573,1.8636,1.8636,1.8636,0.58794,1.4066,1.4066,1.4066
0.80999,2.3031,2.3031,2.3031,0.56749,1.537,1.537,1.537
0.73644,2.0232,2.0232,2.0232,0.46339,1.2048,1.2048,1.2048
0.71829,2.3057,2.3057,2.3057,0.48857,1.2845,1.2845,1.2845
0.77112,2.4401,2.4401,2.4401,0.51746,1.4132,1.4132,1.4132
0.83546,2.7044,2.7044,2.7044,0.40745,1.0518,1.0518,1.0518
0.54806,1.5098,1.5098,1.5098,0.1723,0.50425,0.50425,0.50425
0.62685,1.8189,1.8189,1.8189,0.32723,0.74597,0.74597,0.74597
0.74889,2.3668,2.3668,2.3668,0.4373,1.0602,1.0602,1.0602
0.77116,2.3411,2.3411,2.3411,0.35224,0.91075,0.91075,0.91075
0.49825,1.3999,1.3999,1.3999,0.12093,0.46217,0.46218,0.46218
0.6346,1.7736,1.7736,1.7736,0.22214,0.57929,0.57929,0.57929
0.67274,2.1152,2.1152,2.1152,0.3224,0.85252,0.85252,0.85252
0.44098,1.2977,1.2977,1.2977,0.077019,0.41975,0.41975,0.41975
0.82176,2.6629,2.6629,2.6629,0.22652,0.66774,0.66774,0.66774
0.86168,2.6725,2.6725,2.6725,0.37124,0.9588,0.9588,0.9588
0.80426,2.5817,2.5817,2.5817,0.33719,0.88922,0.88922,0.88922
0.78126,2.7127,2.7127,2.7127,0.35618,0.95208,0.95208,0.95208
0.76281,2.48,2.48,2.48,0.4118,0.90576,0.90576,0.90576
0.6033,2.0734,2.0734,2.0734,0.28513,0.68639,0.68639,0.68639
0.63268,2.0089,2.0088,2.0088,0.20967,0.66936,0.66936,0.66936
0.77635,2.012,2.012,2.012,0.30599,0.82823,0.82823,0.82823
0.60043,2.0165,2.0165,2.0165,0.36183,0.94886,0.94886,0.94886
0.84495,2.958,2.958,2.958,0.47978,1.2173,1.2173,1.2173
0.83491,2.9487,2.9487,2.9487,0.4177,1.1543,1.1543,1.1543
0.83823,2.9564,2.9564,2.9564,0.42255,1.182,1.182,1.182
0.72189,2.5888,2.5888,2.5888,0.36497,0.98201,0.98201,0.98201
0.74262,2.2969,2.2969,2.2969,0.28284,0.75768,0.75768,0.75768
0.72478,2.325,2.325,2.325,0.33724,0.8571,0.8571,0.8571
