1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,0
0,2.002,2.1694,2.0869,2.1838,2.0057,2.787,1.8613,1.9532,1.7545,2.1239,0,1.0733,1.3549,1.1575,1.4101,1.1584,1.5006,1.4034,1.184,1.0773,1.0883
0,2.5336,1.909,1.8804,1.7073,2.1683,1.8539,2.1838,2.4453,2.8722,2.0479,0,1.0577,1.2219,1.1389,1.3561,1.2736,1.4436,1.2552,1.0795,1.1794,1.0309
0,2.5063,2.7705,2.3554,2.5786,2.6477,2.7849,2.2346,2.4872,2.9448,2.4149,0,1.1816,1.4558,1.233,1.5447,1.3371,1.5954,1.4126,1.1813,1.3441,1.29
0,2.5956,1.7061,1.8544,1.9217,2.0958,1.9063,2.4421,1.7693,1.9015,1.8057,0,0.96427,1.1223,1.0633,1.3762,0.99734,1.4487,1.4971,0.91987,1.2995,0.83803
0,1.7797,2.6356,2.7117,2.4441,1.7901,2.0939,1.8089,2.6451,1.9861,2.4738,0,0.95006,1.3393,1.0784,1.444,0.87908,1.241,1.4465,1.0773,1.3103,0.92215
0,2.2938,2.6789,2.6218,2.6307,2.4596,2.6172,2.4211,2.7684,2.2953,2.5026,0,1.1456,1.4681,1.309,1.6079,0.94162,1.3451,1.5085,1.1467,1.4876,1.0995
0,1.7209,1.8242,2.1424,2.1562,1.7822,2.3823,1.7767,2.3819,2.1841,2.6375,0,0.9286,1.2143,0.94661,1.3495,1.1147,1.6132,1.2974,1.0434,1.1128,0.99516
0,2.4965,1.8636,1.8914,1.9378,2.6416,1.8705,2.6602,1.8702,1.9938,1.7966,0,0.95512,1.4066,0.98717,1.335,1.1499,1.5162,1.4062,1.0272,1.0205,0.86938
0,2.5756,2.3031,2.544,2.4896,2.4216,2.672,2.7086,2.4633,2.7456,2.4743,0,1.1101,1.537,1.0808,1.5,1.2774,1.6803,1.6055,1.1522,1.2537,0.97401
0,2.2749,2.0232,1.7595,2.2134,2.4088,1.7165,1.9044,2.2856,2.069,1.8511,0,0.8838,1.2048,1.0933,1.3948,0.97402,1.3054,1.455,1.0525,1.1691,0.99112
0,1.7116,2.3057,1.9035,1.8905,1.732,2.4327,2.3157,1.8355,1.8637,2.4363,0,0.80273,1.2845,1.0853,1.4093,0.85595,1.3274,1.4425,0.95651,1.0221,1.0055
0,2.5806,2.4401,2.4236,2.2495,2.3458,2.6626,2.2683,2.0224,2.4052,2.5133,0,0.85317,1.4132,1.2161,1.5159,1.0846,1.5144,1.4931,1.0424,1.1521,1.0672
0,2.8261,2.7044,2.417,2.2493,2.385,2.53,2.5919,2.4753,1.4382,2.5558,0,0.86199,1.0518,0.96338,0.99059,0.87578,1.048,1.1487,0.8856,0.49136,0.6865
0,2.3454,1.5098,1.4006,1.6866,2.8458,2.4327,2.5469,1.3263,2.2133,1.428,0,0.56756,0.50425,0.57171,0.63065,0.6703,0.7393,1.1267,0.46709,0.91209,0.42007
0,1.3585,1.8189,2.3335,2.9487,2.6694,2.5504,2.392,2.5516,2.9239,2.4919,0,0.48283,0.74597,0.77791,1.2984,0.96516,1.0934,1.4365,0.8761,1.1461,0.74735
0,2.0272,2.3668,2.7657,2.5987,2.2132,2.9838,2.0977,2.8049,2.6604,2.6527,0,0.60666,1.0602,0.98767,1.3385,0.76613,1.3052,0.85771,1.0907,1.1269,0.71026
0,2.4955,2.3411,2.1603,1.9662,1.7357,2.7831,2.3513,2.1522,1.4627,2.137,0,0.73136,0.91075,0.79481,0.92029,0.61525,1.3499,1.0688,0.72282,0.4492,0.52601
0,2.2792,1.3999,1.3923,1.3643,2.4861,2.1782,2.7451,1.1975,1.782,1.4108,0,0.57546,0.46218,0.40819,0.4116,0.65226,0.87627,1.0519,0.37103,0.69746,0.3677
0,1.4192,1.7736,2.2535,2.274,2.6513,2.3732,2.6723,2.7774,2.6242,2.845,0,0.36877,0.57929,0.57001,1.1315,0.92011,1.1461,1.1068,0.84043,0.94328,0.5728
0,2.1641,2.1152,2.4624,2.3758,2.1679,3.1131,1.8283,2.4276,2.3617,2.2958,0,0.62296,0.85252,0.90803,1.1191,0.55518,1.3635,0.73937,0.9414,0.92708,0.59416
0,1.7144,1.2977,2.3265,1.7069,2.2999,1.5804,1.7077,2.5498,2.4679,2.4061,0,0.41259,0.41975,0.62088,0.55075,0.70764,0.66839,0.43899,0.54504,0.65117,0.71088
0,1.4599,2.6629,2.1355,2.408,1.3349,2.9309,1.384,2.35,2.4498,2.1805,0,0.36995,0.66774,0.79891,0.85342,0.35991,1.0749,0.40169,0.60235,0.82683,0.5181
0,2.2105,2.6725,2.3235,1.2688,2.3692,2.9074,2.274,1.4145,1.355,1.3775,0,0.45291,0.9588,0.6826,0.37547,0.77663,1.1307,0.8188,0.38264,0.39168,0.35847
0,2.2259,2.5817,1.7896,2.4338,1.4682,2.2945,2.1348,2.3217,2.6698,2.5478,0,0.57355,0.88922,0.42641,0.94421,0.40961,0.86418,0.79622,0.64343,0.73474,0.59792
0,2.6593,2.7127,2.0399,2.8223,2.4694,2.7607,2.5057,2.1911,2.6555,2.6119,0,0.58481,0.95208,0.55534,1.2409,0.84141,1.1625,0.94319,0.54224,0.79535,0.86108
0,3.1082,2.48,2.3094,2.5071,2.7791,2.6049,2.9143,2.569,2.5757,2.4173,0,0.81281,0.90576,0.95025,1.0056,0.65019,1.2237,1.3997,0.60854,0.82453,0.63289
0,2.3708,2.0734,2.3938,2.6253,2.859,2.3956,2.4547,3.0006,2.7477,3.067,0,0.68216,0.68639,0.71289,1.0973,0.78931,1.0624,1.3683,0.67208,0.80685,0.88421
