-1.01451353568538E-05,-1.68929876198654E-08,-1.08492614891986E-09,1.89354265600628E-09,2.65166812951634E-07,-2.07736016999416E-08,-2.14336727311082E-07,2.33667820648265E-08
-1.01451353568538E-05,-1.68929876198654E-08,-1.08492614891986E-09,1.89354265600628E-09,2.58039735578919E-07,-2.19806590151528E-08,-1.87458615075187E-07,3.15048359622594E-08
-1.02887555670783E-05,-1.68929876198654E-08,-2.22319496145928E-09,1.89354265600628E-09,5.20214392341067E-07,-8.97427876456192E-09,-4.17717502143589E-07,2.29058192413589E-08
-1.02887555670783E-05,-4.17041373101945E-08,-2.22319496145928E-09,6.22112494852445E-09,4.64278777867477E-07,-6.16990103174953E-08,-3.67533985801138E-07,7.07118568143983E-08
-1.02887555670783E-05,-4.17041373101945E-08,-2.22319496145928E-09,6.22112494852445E-09,4.55750361227913E-07,-6.19305522975289E-08,-3.25708121362567E-07,8.2373221022003E-08
-1.04350594059277E-05,-4.17041373101945E-08,-2.74645728381984E-09,6.22112494852445E-09,6.96009207379333E-07,-5.11922971790924E-08,-5.45469122426034E-07,7.5130454746386E-08
-1.04350594059277E-05,-7.15711087062587E-08,-2.74645728381984E-09,1.26622894391915E-08,6.34129307175435E-07,-1.10606070885533E-07,-4.9059206824742E-07,1.28684320532813E-07
-1.04350594059277E-05,-7.15711087062587E-08,-2.74645728381984E-09,1.26622894391915E-08,6.25459189329547E-07,-1.09421754712624E-07,-4.3798012216989E-07,1.42264702573947E-07
-1.05862403311369E-05,-7.15711087062587E-08,-2.46395881475792E-09,1.26622894391915E-08,8.55346043993066E-07,-1.00033176658743E-07,-6.53658033367144E-07,1.35903398534865E-07
-1.05862403311369E-05,-1.05518532966808E-07,-2.46395881475792E-09,2.09648058913103E-08,7.91165337354905E-07,-1.628836008849E-07,-5.97920717493317E-07,1.9181940069668E-07
-1.05862403311369E-05,-1.05518532966808E-07,-2.46395881475792E-09,2.09648058913103E-08,7.82700829260463E-07,-1.6020861709487E-07,-5.36232162784422E-07,2.06673401170754E-07
-1.07435889497576E-05,-1.05518532966808E-07,-1.31798594260601E-09,2.09648058913103E-08,1.00843624317726E-06,-1.51683233917677E-07,-7.51570630841414E-07,2.00921879800475E-07
